index,Name.x,Hall.of.Fame.Class,Year.Drafted,RGP,RMIN,RPTS,RFGM,RFGA,RFG.,RX3P.Made,RX3PA,RX3P.,RFTM,RFTA,RFT.,ROREB,RDREB,RREB,RAST,RSTL,RBLK,RTOV,REFF,HOF,birth_year,pos,age,experience,lg,tm,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
1153,Wilson Chandler,NA,2007,35,19.6,7.3,3,6.9,43.8,0.3,0.9,30,1,1.5,63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,7.5,0,NA,SF,20,1,NBA,NYK,0.48,0.124,0.223,6.1,15.3,10.6,8.1,1.1,1.8,9.2,19.2,0.2,0.4,0.5,0.038,-2.9,-1.1,-4,-0.3
1154,Yi Jianlian,NA,2007,66,25,8.6,3.3,7.9,42.1,0.1,0.3,28.6,1.8,2.2,84.1,1.6,3.6,5.2,0.8,0.6,0.8,1.4,9.7,0,NA,PF,20,1,NBA,MIL,0.485,0.04,0.279,7.3,17.7,12.3,5.3,1.1,2.7,13.4,18.4,-0.1,0.9,0.7,0.022,-2.9,-1.1,-3.9,-0.8
1155,Anthony Morrow,NA,2008,67,22.6,10.1,3.8,8,47.8,1.3,2.7,46.7,1.2,1.4,87,1.2,1.8,3,1.2,0.5,0.2,0.8,9.9,0,NA,SG,23,1,NBA,GSW,0.588,0.345,0.172,5.6,8.7,7.1,8.2,1.2,0.5,8.3,17.7,3,0,3,0.096,1.7,-1.9,-0.2,0.7
1156,Anthony Randolph,NA,2008,63,17.9,7.9,3.2,6.8,46.2,0,0.1,0,1.6,2.2,71.6,2,3.7,5.8,0.8,0.7,1.2,1.3,10.7,0,NA,PF,19,1,NBA,GSW,0.506,0.009,0.327,12.4,22.6,17.5,6.8,1.8,4.5,14,21.7,0.4,1.2,1.6,0.069,-1.5,-0.8,-2.3,-0.1
1157,Anthony Tolliver,NA,2008,19,10.9,2.7,1,3.4,29.2,0.5,2.2,22,0.3,0.5,50,0.6,1.5,2.2,0.9,0.3,0.1,0.4,3.1,0,NA,PF,23,1,NBA,SAS,0.375,0.631,0.154,7,16.4,11.7,12.1,1.3,0.4,9.2,17.8,-0.3,0.3,0,0.01,-3.6,-0.3,-3.9,-0.1
1158,Bobby Brown,NA,2008,68,13.7,5.3,2.1,5.3,39.2,0.7,1.9,34.6,0.5,0.6,79.1,0.2,0.6,0.8,1.7,0.3,0,0.9,3.9,0,NA,SG-PG,24,1,NBA,TOT,0.476,0.361,0.119,1.7,4.8,3.3,20.9,1.2,0.2,14.3,21.3,-0.5,-0.1,-0.6,-0.029,-2.2,-2.8,-5,-0.7
1159,Brandon Rush,NA,2008,75,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1,7.4,0,NA,SG,23,1,NBA,IND,0.505,0.363,0.115,2.1,12.3,7.1,5.4,1,1.5,11,16.4,-0.4,1.3,0.9,0.024,-2.1,-0.7,-2.8,-0.3
1160,Brook Lopez,NA,2008,82,30.5,13,5.5,10.3,53.1,0,0,0,2.1,2.6,79.3,2.7,5.4,8.1,1,0.5,1.8,1.8,17.4,0,NA,C,20,1,NBA,NJN,0.568,0.002,0.257,10.6,21.2,15.8,6.2,0.9,4.9,13.5,20.3,3.2,2.7,5.8,0.112,-0.3,-0.3,-0.6,0.9
1161,Chris Douglas-Roberts,NA,2008,44,13.3,4.9,1.8,4,46,0.1,0.3,25,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,4.5,0,NA,SG,22,1,NBA,NJN,0.531,0.068,0.352,2.8,7.4,5.1,14.8,1.1,1,13.2,18.7,0.4,0.2,0.6,0.046,-1.3,-1.2,-2.5,-0.1
1162,Courtney Lee,NA,2008,77,25.2,8.4,3.2,7,45,1.1,2.6,40.4,1,1.2,83,0.2,2.1,2.3,1.2,1,0.2,0.9,8.1,0,NA,SG,23,1,NBA,ORL,0.556,0.376,0.174,1.1,9.1,5.2,7.6,2,0.5,10.6,15.5,1.3,3.1,4.4,0.108,-2.1,1.9,-0.1,0.9
1163,D.J. Augustin,NA,2008,72,26.5,11.8,3.7,8.6,43,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0,1.6,10.8,0,NA,PG,21,1,NBA,CHA,0.587,0.396,0.375,1.1,7.5,4.3,22.6,1.2,0.1,14.1,20.8,3.6,1.5,5.1,0.128,1.4,-0.5,0.9,1.4
1164,Darnell Jackson,NA,2008,51,8.4,1.9,0.7,1.7,43,0,0,0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,2.6,0,NA,PF,23,1,NBA,CLE,0.483,0.023,0.407,9.2,14.7,12,2.7,1.3,0.7,12.1,12.7,0.2,0.7,0.8,0.094,-5.4,0.2,-5.2,-0.4
1165,Darrell Arthur,NA,2008,76,19.3,5.6,2.5,5.7,43.8,0,0,0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,7.9,0,NA,PF,20,1,NBA,MEM,0.456,0.005,0.138,8.9,20.3,14.5,5,1.9,2.9,9.2,16.3,-0.1,1.8,1.7,0.055,-3.5,0.1,-3.4,-0.5
1166,DeAndre Jordan,NA,2008,53,14.5,4.3,1.8,2.8,63.3,0,0,0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,7.2,0,NA,C,20,1,NBA,LAC,0.585,0,0.741,10.5,25.5,17.8,2.3,0.7,5.7,17.4,13.9,0.4,0.9,1.3,0.079,-3.2,-0.1,-3.3,-0.3
1167,Derrick Rose,NA,2008,81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,17.1,0,NA,PG,20,1,NBA,CHI,0.516,0.06,0.207,3.7,8.4,6.1,28.8,1.1,0.4,13.3,22.6,3.4,1.5,4.9,0.078,1.1,-1.5,-0.4,1.2
1168,Donte Greene,NA,2008,55,13.2,3.8,1.4,4.3,32.6,0.5,1.8,26,0.5,0.6,85.3,0.3,1.2,1.6,0.5,0.3,0.3,0.7,2.8,0,NA,SF,20,1,NBA,SAC,0.416,0.424,0.144,3,10.9,6.9,6.4,1.1,1.4,12.8,17.8,-1.2,0.1,-1.1,-0.074,-4.5,-2.3,-6.8,-0.9
1169,Eric Gordon,NA,2008,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2,2.6,2.8,1,0.5,2.1,13.8,0,NA,SG,20,1,NBA,LAC,0.593,0.374,0.388,1.9,6.9,4.3,13.6,1.5,1,13.5,20.7,3.9,0.7,4.6,0.082,0.6,-1,-0.4,1
1170,George Hill,NA,2008,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1,6.1,0,NA,PG,22,1,NBA,SAS,0.502,0.196,0.392,2.9,11.9,7.4,16.6,1.9,1.2,14.5,19.5,0.2,2,2.1,0.08,-3.3,1.6,-1.8,0.1
1171,Goran Dragic,NA,2008,55,13.2,4.5,1.6,4.1,39.3,0.4,1,37,0.9,1.2,76.9,0.6,1.3,1.9,2,0.5,0.1,1.3,4.9,0,NA,PG,22,1,NBA,PHO,0.487,0.241,0.29,5.5,10.8,8.3,20.8,2,0.3,22.4,19.7,-0.3,0.4,0.1,0.005,-3,-1.2,-4.3,-0.4
1172,Greg Oden,NA,2008,61,21.5,8.9,3.2,5.8,56.4,0,0,0,2.4,3.7,63.7,2.8,4.2,7,0.5,0.4,1.1,1.4,12.6,0,NA,C,21,1,NBA,POR,0.599,0,0.644,15.7,24.5,20,3.9,1.1,4.2,16.2,19.3,2.6,2,4.6,0.167,-1.4,0.3,-1.1,0.3
1173,Jason Thompson,NA,2008,82,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,13.6,0,NA,PF,22,1,NBA,SAC,0.54,0.011,0.399,11.8,19,15.4,6.8,1,1.9,14.8,19.3,1.8,0.9,2.7,0.057,-2,-2.2,-4.2,-1.3
1174,JaVale McGee,NA,2008,75,15.2,6.5,2.5,5.2,49.4,0,0,0,1.4,2.2,66,1.6,2.3,3.9,0.3,0.4,1,0.8,8,0,NA,C,21,1,NBA,WAS,0.534,0,0.419,12,18.4,15.1,3.4,1.5,5.4,11.7,20.7,1.1,0.9,2,0.084,-1.8,-1.1,-2.9,-0.3
1175,Jerryd Bayless,NA,2008,53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0,1.1,3.5,0,NA,PG,20,1,NBA,POR,0.487,0.143,0.545,1.5,9.4,5.4,18.2,1.4,0.2,19.3,20.9,-0.2,0.5,0.3,0.019,-4.3,-0.7,-5,-0.5
1177,Joe Alexander,NA,2008,59,12.1,4.7,1.7,4.2,41.6,0.3,0.8,34.8,1,1.4,69.9,0.7,1.2,1.9,0.7,0.3,0.5,0.9,4.4,0,NA,SF,22,1,NBA,MIL,0.494,0.188,0.339,6.9,12.3,9.5,9.5,1.1,3.4,15.6,20.9,-0.3,0.7,0.4,0.03,-3.4,-0.1,-3.5,-0.3
1178,Kevin Love,NA,2008,81,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1,0.4,0.6,1.5,15.3,0,NA,C,20,1,NBA,MIN,0.538,0.028,0.488,15.1,27.3,21,6.8,0.9,1.9,12.4,21,3.4,1.9,5.3,0.124,0.4,-1.6,-1.1,0.4
1179,Kosta Koufos,NA,2008,48,11.8,4.7,2,3.9,50.8,0,0,0,0.8,1.1,70.6,1,1.8,2.9,0.4,0.3,0.7,0.5,6.1,0,NA,C,19,1,NBA,UTA,0.54,0,0.276,10.6,18.6,14.6,5.7,1.1,4.3,11.1,18.5,0.6,0.7,1.3,0.112,-1.3,-0.1,-1.4,0.1
1180,Kyle Weaver,NA,2008,56,20.8,5.3,2,4.4,45.9,0.6,1.7,34.4,0.7,1,70.7,0.6,1.8,2.3,1.8,0.8,0.5,1.2,6.8,0,NA,SG,22,1,NBA,OKC,0.551,0.378,0.236,3,9.9,6.4,13.1,2.1,1.6,20.3,12.9,0.2,1,1.2,0.049,-2.3,1.1,-1.2,0.2
1181,Luc Mbah a Moute,NA,2008,82,25.8,7.2,2.8,6,46.2,0,0,0,1.7,2.3,72.9,2.3,3.6,5.9,1.1,1.1,0.6,1.2,10.8,0,NA,PF,22,1,NBA,MIL,0.516,0.008,0.391,10.1,17.4,13.6,6.3,2.1,1.8,14.8,14.3,1.2,2.8,4,0.092,-1.6,0.8,-0.8,0.6
1182,Marc Gasol,NA,2008,82,30.7,11.9,4.3,8.1,53,0,0,0,3.4,4.6,73.3,2.5,4.9,7.4,1.7,0.8,1.1,2,15.9,0,NA,C,24,1,NBA,MEM,0.59,0.002,0.567,9.6,20,14.7,9.7,1.3,2.9,16.6,18.3,3.7,2.7,6.4,0.121,-0.3,0.2,-0.1,1.2
1183,Mario Chalmers,NA,2008,82,32,10,3.4,8.1,42,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,1.9,0.1,2,12.5,0,NA,PG,22,1,NBA,MIA,0.548,0.47,0.292,1.7,8.8,5.2,23.5,3.3,0.2,18.1,16.3,2.1,3.1,5.2,0.095,-1.4,1.1,-0.4,1
1184,Marreese Speights,NA,2008,79,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,8.7,0,NA,C,21,1,NBA,PHI,0.543,0.016,0.263,11.6,16.3,13.9,4.2,1.1,3.6,7.6,21.9,2.4,1.5,3.8,0.146,-0.6,-0.8,-1.4,0.2
1185,Michael Beasley,NA,2008,81,24.8,13.9,5.6,11.8,47.2,0.4,1,40.7,2.3,3,77.2,1.4,4.1,5.4,1,0.5,0.5,1.5,12.9,0,NA,PF,20,1,NBA,MIA,0.528,0.085,0.252,6.5,19.8,13.1,7.7,1.1,1.5,10.2,27.7,1.2,2.2,3.4,0.081,-0.2,-1.5,-1.7,0.1
1186,Mike Taylor,NA,2008,51,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,2.1,0.7,0,1.4,5.2,0,NA,PG,23,1,NBA,LAC,0.477,0.15,0.303,3.2,10,6.5,22.9,2.4,0,19.4,22.2,-0.9,0.4,-0.4,-0.028,-4.1,-1.1,-5.2,-0.6
1187,Nicolas Batum,NA,2008,79,18.4,5.4,2,4.6,44.6,0.8,2.1,36.9,0.5,0.7,80.8,1.1,1.7,2.8,0.9,0.6,0.5,0.6,7,0,NA,SF,20,1,NBA,POR,0.555,0.465,0.144,7,11.8,9.4,7.8,1.9,2.2,11.5,14,2.1,1.6,3.7,0.123,0.4,1,1.4,1.2
1188,O.J. Mayo,NA,2008,82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,14.7,0,NA,SG,21,1,NBA,MEM,0.539,0.295,0.219,2.2,10.1,6.1,15.5,1.6,0.3,13.8,24.5,1.5,1.8,3.4,0.052,0.2,-1.4,-1.3,0.6
1189,Rob Kurz,NA,2008,40,11.1,3.9,1.3,3.3,38.9,0.4,1,39.5,1,1.3,80,0.8,1.2,2,0.5,0.3,0.5,0.4,4.6,0,NA,PF,23,1,NBA,GSW,0.513,0.29,0.382,8.1,11.8,10,6.5,1.5,3,9.5,16.3,0.5,0.2,0.7,0.074,-1.9,-0.8,-2.7,-0.1
1190,Robin Lopez,NA,2008,60,10.2,3.1,1.2,2.3,51.8,0,0,0,0.8,1.1,69.1,0.9,1.1,2,0.1,0.2,0.7,0.5,4.2,0,NA,C,20,1,NBA,PHO,0.566,0.007,0.496,10.3,12.1,11.2,1.8,0.9,4.9,14.4,14,0.6,0.4,1.1,0.083,-3.1,-0.3,-3.4,-0.2
1192,Roy Hibbert,NA,2008,70,14.4,7.1,2.8,6,47.1,0,0,0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,7.9,0,NA,C,22,1,NBA,IND,0.51,0,0.35,12.4,14.1,13.3,7.9,1,5.6,10.2,23.3,1,1.2,2.1,0.102,-3.1,0.1,-3,-0.3
1193,Rudy Fernandez,NA,2008,78,25.6,10.4,3.4,8.1,42.5,2,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2,0.9,0.1,1.1,10.1,0,NA,SG,23,1,NBA,POR,0.588,0.632,0.227,2.9,10.1,6.4,12.7,1.9,0.5,11,18.4,4.3,1.8,6.1,0.147,2.6,0.4,3,2.5
1194,Russell Westbrook,NA,2008,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,14.7,0,NA,PG,20,1,NBA,OKC,0.489,0.118,0.391,7.6,9.7,8.6,27.5,2.1,0.4,17.6,25.8,-0.1,2,1.9,0.035,-0.1,-0.9,-1,0.7
1195,Ryan Anderson,NA,2008,66,19.9,7.4,2.4,6.2,39.3,1,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,8.9,0,NA,PF,20,1,NBA,NJN,0.532,0.464,0.285,9.3,19,14.1,6.4,1.8,1.2,12.1,18.6,1.3,1.2,2.5,0.09,-0.3,-0.9,-1.1,0.3
1196,Sean Singletary,NA,2008,37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0,0.6,2.3,0,NA,PG,23,1,NBA,TOT,0.478,0.294,0.247,4.1,9.8,7,14.4,1.9,0,19.6,17.8,-0.2,0.2,0,0.006,-5.1,0,-5.1,-0.2
1197,A.J. Price,NA,2009,56,15.4,7.3,2.6,6.3,41,1.1,3.1,34.5,1.1,1.3,80,0.2,1.4,1.6,1.9,0.6,0.1,1.1,6.4,0,NA,PG,23,1,NBA,IND,0.53,0.492,0.212,1.5,9.7,5.6,20.5,2,0.2,13.2,22.7,0.4,0.8,1.2,0.065,-0.1,-0.4,-0.5,0.3
1198,Austin Daye,NA,2009,69,13.3,5.1,2,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2,2.5,0.5,0.4,0.4,0.7,5.7,0,NA,SF,21,1,NBA,DET,0.546,0.322,0.19,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,0.6,0.7,1.3,0.067,-1.7,-0.1,-1.8,0.1
1199,Brandon Jennings,NA,2009,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,13.8,0,NA,PG,20,1,NBA,MIL,0.475,0.319,0.225,2,10.4,6,29.6,2.1,0.5,13,26.1,0.3,3.9,4.2,0.075,0.5,0.2,0.7,1.8
1200,Cedric Jackson,NA,2009,12,6.3,1.7,0.5,1.7,30,0.1,0.5,16.7,0.6,1,58.3,0.2,0.5,0.7,1.2,0.3,0.2,0.9,1.4,0,NA,PG,23,1,NBA,TOT,0.396,0.3,0.6,3.1,9.4,6.3,27.1,2.1,1.9,30.3,22.4,-0.3,0.1,-0.2,-0.111,-6.2,-0.6,-6.8,-0.1
1201,Chase Budinger,NA,2009,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77,0.5,2.5,3,1.2,0.5,0.1,0.7,8.5,0,NA,SF,21,1,NBA,HOU,0.545,0.441,0.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,1.9,1.2,3.1,0.1,1.1,-0.7,0.5,0.9
1202,Chris Hunter,NA,2009,60,13.1,4.5,1.8,3.6,50.2,0,0.1,0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.2,0.6,0.5,6.1,0,NA,C,25,1,NBA,GSW,0.546,0.018,0.318,7.9,16,11.9,6.7,0.8,3.2,10.8,15.2,0.9,0.4,1.3,0.08,-3.1,-1,-4.1,-0.4
1203,DaJuan Summers,NA,2009,44,9.2,3,1,3,35.4,0.3,1,35.7,0.6,0.9,71.1,0.3,0.7,1,0.4,0.2,0.2,0.4,2.3,0,NA,SF,22,1,NBA,DET,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0,0.002,-3.4,-1.8,-5.2,-0.3
1204,Dante Cunningham,NA,2009,63,11.2,3.9,1.7,3.4,49.5,0,0,0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,5.1,0,NA,PF,22,1,NBA,POR,0.517,0.009,0.224,9.4,18.7,14,3.3,1.9,2.5,6,16.8,0.9,1,1.9,0.129,-2,0.2,-1.8,0
1205,Darren Collison,NA,2009,76,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40,1.9,2.3,85.1,0.5,2,2.5,5.7,1,0.1,2.7,13.3,0,NA,PG,22,1,NBA,NOH,0.546,0.146,0.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,1.9,1.1,2.9,0.067,0.9,-1.8,-0.8,0.6
1206,David Andersen,NA,2009,63,14.1,5.8,2.3,5.4,43.2,0.4,1.2,34.6,0.7,1.1,68.7,0.9,2.4,3.3,0.7,0.2,0.2,0.6,6.3,0,NA,C,29,1,NBA,HOU,0.497,0.229,0.197,6.7,20.6,13.4,8.1,0.9,1,9.1,20.2,0.4,0.9,1.3,0.07,-2,-0.6,-2.6,-0.1
1207,DeJuan Blair,NA,2009,82,18.2,7.8,3.4,6,55.6,0,0,0,1.1,2,54.7,2.4,4,6.4,0.8,0.6,0.5,1.4,11.1,0,NA,PF,20,1,NBA,SAS,0.564,0.004,0.325,16,25.1,20.6,7.1,1.8,1.9,16.5,20.8,1.8,2.8,4.6,0.147,-1,0.4,-0.7,0.5
1208,DeMar DeRozan,NA,2009,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25,1.9,2.5,76.3,0.9,2,2.9,0.7,0.6,0.2,0.8,8.2,0,NA,SG,20,1,NBA,TOR,0.554,0.031,0.379,4.8,10.9,7.9,4.9,1.3,0.8,9.4,18.1,2,0.3,2.3,0.066,-1.5,-1.3,-2.8,-0.3
1209,DeMarre Carroll,NA,2009,71,11.2,2.9,1.2,3.1,39.6,0,0.1,0,0.5,0.7,62.3,0.7,1.4,2.1,0.5,0.4,0.1,0.3,3.5,0,NA,SF,23,1,NBA,MEM,0.426,0.027,0.239,7.8,14.3,11,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.8,-0.4,-4.2,-0.4
1210,Derrick Brown,NA,2009,57,9.4,3.3,1.2,2.6,46.3,0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.3,0.4,0.2,0.3,3.4,0,NA,SF,22,1,NBA,CHA,0.52,0.048,0.49,7.1,10.4,8.8,6,2.1,1.5,9.6,17.2,0.5,0.8,1.3,0.114,-1.7,1.1,-0.6,0.2
1211,Earl Clark,NA,2009,51,7.5,2.7,1.1,3,37.1,0,0.1,40,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,2.3,0,NA,PF,22,1,NBA,PHO,0.42,0.033,0.238,5.6,12.3,9.1,7.8,0.9,2.4,12.1,21.9,-0.5,0.2,-0.3,-0.033,-3.9,-1.6,-5.5,-0.3
1212,Eric Maynor,NA,2009,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,6.3,0,NA,PG,22,1,NBA,TOT,0.478,0.193,0.196,2,9.6,5.9,31.5,1.6,0.6,17.5,17.1,0.5,1.4,1.9,0.071,-1.7,-0.1,-1.8,0.1
1213,Garrett Temple,NA,2009,27,12.4,5,1.6,3.7,43.6,0.5,1.4,35.1,1.3,1.9,70,0.2,0.9,1.1,0.8,0.5,0.2,1,4,0,NA,SG,23,1,NBA,TOT,0.553,0.366,0.495,2.1,8.8,5.4,9.6,2,1.3,18,20.3,0,0.4,0.4,0.057,-3.4,0.4,-2.9,-0.1
1214,Gerald Henderson,NA,2009,43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,2.5,0,1987,SG,22,1,NBA,CHA,0.453,0.183,0.452,5.2,13.3,9.3,6,1.5,2.1,10.1,18.2,-0.1,0.5,0.4,0.056,-3.1,0.5,-2.5,0
1215,Hasheem Thabeet,NA,2009,68,13,3.1,1.1,1.9,58.8,0,0,0,0.8,1.4,58.1,1.3,2.3,3.6,0.2,0.2,1.3,0.6,6.3,0,NA,C,22,1,NBA,MEM,0.605,0,0.71,11.2,20.9,16.1,1.7,0.9,7.7,20,10.7,0.8,1.2,2,0.109,-3.2,1.9,-1.2,0.2
1216,James Harden,NA,2009,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.8,1.1,0.3,1.4,9.7,0,NA,SG,20,1,NBA,OKC,0.551,0.429,0.415,3.2,12.7,8.1,12.3,2.4,0.9,13.4,20.4,2,2.5,4.5,0.124,-0.7,1.2,0.5,1.1
1217,James Johnson,NA,2009,65,11.6,3.9,1.5,3.2,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,2,0.7,0.3,0.7,0.9,4.6,0,NA,PF,22,1,NBA,CHI,0.532,0.219,0.333,5.1,13.6,9.4,9.8,1.4,4.3,20.5,18,-0.3,1.1,0.8,0.054,-4,1.5,-2.4,-0.1
1218,Jeff Ayres,NA,2009,39,10.4,2.7,1.1,1.7,66.2,0,0,0,0.5,0.5,90,0.6,1.9,2.5,0,0.2,0.4,0.3,4.9,0,NA,C,22,1,NBA,POR,0.705,0,0.308,7.6,22.5,15,0.4,0.9,3.2,14,10.1,0.8,0.6,1.3,0.156,-3.4,0.4,-3,-0.1
1219,Jeff Teague,NA,2009,71,10.1,3.2,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,1.7,0.5,0.1,0.7,3.8,0,NA,PG,21,1,NBA,ATL,0.459,0.141,0.216,0.8,10.2,5.4,25.1,2.5,1.2,16.7,19.1,-0.2,0.8,0.6,0.042,-3.8,0.3,-3.6,-0.3
1220,Jodie Meeks,NA,2009,60,12,4.7,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.7,0.3,0.1,0.4,4.1,0,NA,SG,22,1,NBA,TOT,0.493,0.493,0.146,1.4,14.9,7.9,8.7,1.3,0.5,8.1,19.6,0.1,0.8,0.9,0.06,-1.5,-0.5,-2.1,0
1221,Jon Brockman,NA,2009,52,12.6,2.8,1.1,2,53.4,0,0,0,0.7,1.2,59.7,2,2.1,4.1,0.4,0.3,0.1,0.4,5.9,0,NA,PF,22,1,NBA,SAC,0.564,0,0.602,18.2,19.2,18.7,4.8,1.2,0.6,15,10.4,1.2,0.5,1.7,0.125,-1.8,-1.2,-3,-0.2
1222,Jonas Jerebko,NA,2009,80,27.9,9.3,3.6,7.5,48.1,0.5,1.4,31.3,1.6,2.2,71,2.4,3.5,6,0.7,1,0.4,1,11.7,0,NA,PF,22,1,NBA,DET,0.545,0.191,0.292,9.9,16.5,13,4.2,1.9,1.1,10.8,15.7,2.9,1.5,4.4,0.095,-0.7,-0.6,-1.3,0.4
1223,Jonny Flynn,NA,2009,81,28.9,13.5,4.9,11.8,41.7,1,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,4.4,1,0,2.9,11,0,NA,PG,20,1,NBA,MIN,0.511,0.226,0.284,1.1,8.1,4.6,24.7,1.8,0.1,17.9,24.2,-0.6,0.7,0.1,0.002,-0.8,-2.1,-2.9,-0.5
1224,Jordan Hill,NA,2009,47,13.3,5.2,2.1,4.3,49.3,0,0,0,1,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,6.8,0,NA,PF,22,1,NBA,TOT,0.528,0.01,0.338,13.5,18.7,16,5.2,1.1,2.5,11.5,18.7,0.8,0.6,1.4,0.105,-2.1,-1.4,-3.5,-0.2
1225,Jrue Holiday,NA,2009,73,24.2,8,3.2,7.1,44.2,0.8,2.2,39,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,9.4,0,NA,PG,19,1,NBA,PHI,0.526,0.306,0.165,3.7,9.1,6.4,24.4,2.3,0.8,21.9,18.4,0.2,1,1.2,0.032,-1.1,-0.6,-1.7,0.1
1226,Lester Hudson,NA,2009,25,5.2,2.3,0.8,2.1,39.6,0.2,0.6,31.3,0.4,0.5,84.6,0.3,0.4,0.7,0.5,0.3,0.1,0.6,2.1,0,NA,PG,25,1,NBA,TOT,0.494,0.302,0.245,6.4,9.9,8.2,15.7,3.2,1.8,19.3,25,-0.1,0.2,0.1,0.029,-2.4,0.5,-2,0
1227,Marcus Landry,NA,2009,18,6.2,2.4,0.9,2.4,37.2,0.5,1.6,32.1,0.2,0.3,60,0.3,0.8,1.1,0,0.1,0.1,0.3,1.7,0,NA,SF,24,1,NBA,TOT,0.487,0.651,0.116,5,14.6,9.7,0,0.5,1.3,11.7,20.9,-0.1,0,-0.1,-0.034,-4,-3.5,-7.5,-0.1
